,,,,,,,,,,,,,,
B,horse,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The horse grows,target,221148517,F2_Noun_intransitive_26,M1_Noun_intransitive_26,,,,7,7,1,
,,P1,The gorse grows,mp,272714063,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The bull grows,coord,156005849,,,,,,,,,
,,S2,The dog grows,coord,38095165,,,,,,,,,
,,Un,The heather grows,un,291496262,,,,,,,,,
,,Un,The tree grows,un,325608941,,,,,,,,,
,,,,,,,,,,,,,,
B,cow,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The cow grows,target,215176945,F2_Noun_intransitive_30,M1_Noun_intransitive_30,,,,6,7,1,
,,P1,The brow grows,mp,25168917,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,The sow grows,mp,182523626,,,,,,,,,
,,S1,The bull grows,coord,156005849,,,,,,,,,
,,S2,The horse grows,coord,296131085,,,,,,,,,
,,Un,The goat grows,coord,283711718,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,pea,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the pea cooks,target,147263198,F2_Noun_intransitive_35,M1_Noun_intransitive_35,,,,5,7,1,
,,P1,the tea cooks,mp,231513961,,,,,,,,,
,,P2,the pie cooks,mp,229226074,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the broccoli cooks,coord,250681732,,,,,,,,,
,,S2,the potato cooks,coord,130781807,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the bread cooks,un,317198153,,,,,,,,,
,,,,,,,,,,,,,,
B,boy,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,The boy falls,target,272486237,F2_Noun_intransitive_37,M1_Noun_intransitive_37,,,,8,7,1,
,,P1,The bear falls,mp,244552648,,,,,,,,,
,,P2,The beer falls,mp,178592942,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man falls,coord,207226972,,,,,,,,,
,,S2,The girl falls,coord,33569378,,,,,,,,,
,,Un,The dog falls,un,104241857,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,king,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
B,,Target,the king rests,target,214078708,F2_Noun_intransitive_46,M1_Noun_intransitive_46,,,,8,6,1,
,,P1,the ring rests,mp,320902886,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the queen rests,coord,127866917,,,,,,,,,
,,S2,the crown rests,assoc,42029989,,,,,,,,,
,,Un,the baby rests,un,131517725,,,,,,,,,
,,Un,the horse rests,un,269209058,,,,,,,,,
,,,,,,,,,,,,,,
B,link,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
,,Target,the link breaks,target,164198960,F2_Noun_intransitive_52,M1_Noun_intransitive_52,,,,8,4,1,
,,P1,the sink breaks,mp,105607973,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the knot breaks,coord,283626323,,,,,,,,,
,,S2,the bolt breaks,coord,129802106,,,,,,,,,
,,Un,the key breaks,un,25141096,,,,,,,,,
,,Un,the tap breaks,un,205724128,,,,,,,,,
,,,,,,,,,,,,,,
,grain,,Linguistic unit,P type,Image ID,Female 2,Male 1,,,,Freq bin,Conc bin,Syllable,
B,,Target,the grain grows,target,394040008,F2_Noun_intransitive_61,M1_Noun_intransitive_61,,,,5,7,1,
,,P1,the pain grows,mp,174531992,,,,,,,,,
,,P2,the brain grows,mp,267484412,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the flower grows,coord,27910269,,,,,,,,,
,,S2,the tree grows,coord,97054988,,,,,,,,,
,,Un,the plant grows,un,48950445,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
